Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
076,17.11. 16:00,EH AUT,KAC Klagenfurt,2:3,HC Innsbruck,2,Eishockey - Österreich Erste Bank-EHL
077,17.11. 17:30,EH AUT,Vienna Capitals,2:2,Villacher SV,X,Eishockey - Österreich Erste Bank-EHL
078,17.11. 17:30,EH AUT,EC Dornbirn,3:3,Fehervar,X,Eishockey - Österreich Erste Bank-EHL
079,17.11. 18:00,EM Q,Bulgarien,1:0,Tschechien,1,Fussball - Europameisterschaft Qualifikation
080,17.11. 18:00,EM Q,Bulgarien+1,2:0,Tschechien,1,Fussball - Europameisterschaft Qualifikation
081,17.11. 18:00,EM Q,Kosovo,0:4,England,2,Fussball - Europameisterschaft Qualifikation
082,17.11. 18:30,ESP 2,CD Mirandes,2:1,Las Palmas UD,1,Fussball - Spanien Segunda Division
083,17.11. 19:00,TEN ATP,"Tsitsipas, Stefan.",2:1,"Thiem, Dominic",1,Tennis - Tennis ATP
084,17.11. 20:00,BEL 2,KSV Roeselare,3:5,KVC Westerlo,2,Fussball - Belgium Tweede Klasse
085,17.11. 20:00,BRA 1,EC Bahia BA,1:1,SE Palmeiras SP,X,Fussball - Brasilien Brasilero Serie A
086,17.11. 20:00,BRA 1,Gremio RS,0:1,CR Flamengo RJ,2,Fussball - Brasilien Brasilero Serie A
087,17.11. 20:45,EM Q,Albanien,0:2,Frankreich,2,Fussball - Europameisterschaft Qualifikation
088,17.11. 20:45,EM Q,Albanien+1,1:2,Frankreich,2,Fussball - Europameisterschaft Qualifikation
089,17.11. 20:45,EM Q,Moldawien,1:2,Island,2,Fussball - Europameisterschaft Qualifikation
090,17.11. 20:45,EM Q,Andorra+2,2:2,Türkei,X,Fussball - Europameisterschaft Qualifikation
091,17.11. 21:00,ESP 2,Teneriffa CD,1:1,Cadiz CF,X,Fussball - Spanien Segunda Division
092,17.11. 22:00,BRA 1,Atletico PR,1:0,Botafogo FR RJ,1,Fussball - Brasilien Brasilero Serie A
093,17.11. 22:25,NFL,Philadelph. Eagles,10:17,N.England Patriots,2,Football - USA NFL
094,18.11. 17:00,KHL,Neftekhimik,4:6,Dynamo Moskau,2,Eishockey - Kontinental Hockey League
095,18.11. 17:30,KHL,Avangard Omsk,4:1,Salavat Yulaev Ufa,1,Eishockey - Kontinental Hockey League
096,18.11. 17:30,KHL,HK CSKA Moskau,1:1,Sev. Cherepovets,X,Eishockey - Kontinental Hockey League
097,18.11. 18:00,U21 EMQ,Slowakei U21,3:2,Georgien U21,1,Fussball - U21 EM Qualifikation
098,18.11. 18:00,U21 EMQ,Kroatien U21,1:2,Tschechien U21,2,Fussball - U21 EM Qualifikation
099,18.11. 19:30,FS U20,Portugal U20,0:2,Deutschland U20,2,Fussball - U20 Freundschaftsspiele
100,18.11. 20:45,EM Q,Irland,1:1,Dänemark,X,Fussball - Europameisterschaft Qualifikation
101,18.11. 20:45,EM Q,Irland+1,2:1,Dänemark,1,Fussball - Europameisterschaft Qualifikation
102,18.11. 20:45,EM Q,Gibraltar+3,4:6,Schweiz,2,Fussball - Europameisterschaft Qualifikation
103,18.11. 20:45,EM Q,Schweden,3:3,Färöer Inseln+3,X,Fussball - Europameisterschaft Qualifikation
104,18.11. 20:45,EM Q,Spanien,5:0,Rumänien,1,Fussball - Europameisterschaft Qualifikation
105,18.11. 20:45,EM Q,Spanien,5:2,Rumänien+2,1,Fussball - Europameisterschaft Qualifikation
106,18.11. 20:45,EM Q,Malta+2,3:2,Norwegen,1,Fussball - Europameisterschaft Qualifikation
107,18.11. 20:45,EM Q,Liechtenstein+2,2:3,Bosnien-Herzegow.,2,Fussball - Europameisterschaft Qualifikation
108,18.11. 20:45,EM Q,Italien,9:1,Armenien,1,Fussball - Europameisterschaft Qualifikation
109,18.11. 20:45,EM Q,Italien,9:3,Armenien+2,1,Fussball - Europameisterschaft Qualifikation
110,18.11. 20:45,EM Q,Griechenland,2:1,Finnland,1,Fussball - Europameisterschaft Qualifikation
111,18.11. 23:30,BRA 1,Vasco Da Gama RJ,1:1,Goias EC GO,X,Fussball - Brasilien Brasilero Serie A
112,19.11. 01:00,NHL,Washington Cap.,5:2,Anaheim Ducks,1,Eishockey - USA NHL
113,19.11. 02:15,NFL,LA Chargers*,17:24,Kansas Chiefs,2,Football - USA NFL
114,19.11. 20:45,EM Q,Deutschland,6:1,Nordirland,1,Fussball - Europameisterschaft Qualifikation
115,19.11. 20:45,EM Q,Wales,2:0,Ungarn,1,Fussball - Europameisterschaft Qualifikation
116,19.11. 20:45,EM Q,Polen,3:2,Slowenien,1,Fussball - Europameisterschaft Qualifikation
117,19.11. 20:45,EM Q,Lettland,1:0,Österreich,1,Fussball - Europameisterschaft Qualifikation
118,19.11. 20:45,EM Q,Nordmazedonien,1:0,Israel,1,Fussball - Europameisterschaft Qualifikation
119,19.11. 20:45,EM Q,Schottland,3:1,Kasachstan,1,Fussball - Europameisterschaft Qualifikation
