Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
16,Sun,2019-08-25,19:00 (00:00),CSA,1–1,Cruzeiro,8715,Estádio Rei Pelé,Marcelo de Lima Henrique,Match Report,
16,Mon,2019-08-26,20:00 (01:00),Botafogo (RJ),0–0,Chapecoense,8241,Estádio Nilton Santos,Edina Alves Batista,Match Report,
,,,,,,,,,,,
17,Sat,2019-08-31,11:00 (16:00),São Paulo,0–0,Grêmio,46997,Estádio do Morumbi,Caio Max Augusto Vieira,Match Report,
17,Sat,2019-08-31,17:00 (22:00),Bahia,1–0,CSA,32483,Itaipava Arena Fonte Nova,Vinicius Gomes do Amaral,Match Report,
17,Sat,2019-08-31,19:00 (00:00),Chapecoense,0–1,Santos,9052,Arena Condá,Bruno Arleu de Araujo,Match Report,
17,Sat,2019-08-31,19:00 (00:00),Athl Paranaense,1–0,Ceará,10075,Estádio Joaquim Américo Guimarães,Leandro Pedro Vuaden,Match Report,
17,Sat,2019-08-31,21:00 (02:00),Internacional,3–2,Botafogo (RJ),8534,Estádio José Pinheiro Borba,Dewson Fernando Freitas da Silva,Match Report,
17,Sun,2019-09-01,16:00 (21:00),Fortaleza,2–0,Goiás,34343,Estádio Castelão,Felipe Fernandes de Lima,Match Report,
17,Sun,2019-09-01,16:00 (21:00),Flamengo,3–0,Palmeiras,65969,Estadio Jornalista Mário Filho,Rafael Traci,Match Report,
17,Sun,2019-09-01,19:00 (00:00),Corinthians,1–0,Atlético Mineiro,31961,Arena Corinthians,Wilton Sampaio,Match Report,
17,Sun,2019-09-01,19:00 (00:00),Cruzeiro,1–0,Vasco da Gama,26052,Estádio Governador Magalhães Pinto,Heber Roberto Lopes,Match Report,
17,Mon,2019-09-02,20:00 (01:00),Fluminense,0–1,Avaí,16811,Estadio Jornalista Mário Filho,Raphael Claus,Match Report,
,,,,,,,,,,,
18,Sat,2019-09-07,11:00 (16:00),Corinthians,2–2,Ceará,,Arena Corinthians,Paulo Roberto Alves Júnior,Match Report,
18,Sat,2019-09-07,11:00 (16:00),Vasco da Gama,0–2,Bahia,,Estádio Club de Regatas Vasco da Gama,Caio Max Augusto Vieira,Match Report,
18,Sat,2019-09-07,17:00 (22:00),Avaí,0–3,Flamengo,47575,Estádio Aderbal Ramos da Silva,Edina Alves Batista,Match Report,
18,Sat,2019-09-07,17:00 (22:00),Fortaleza,0–1,Fluminense,35474,Estádio Castelão,Wilton Sampaio,Match Report,
18,Sat,2019-09-07,19:00 (00:00),Internacional,1–0,São Paulo,14302,Estádio José Pinheiro Borba,Marcelo de Lima Henrique,Match Report,
18,Sat,2019-09-07,21:00 (02:00),Goiás,1–2,Palmeiras,17115,Estádio de Hailé Pinheiro,Wagner Reway,Match Report,
18,Sun,2019-09-08,11:00 (16:00),Cruzeiro,1–4,Grêmio,14208,Estádio Governador Magalhães Pinto,Rafael Traci,Match Report,
18,Sun,2019-09-08,16:00 (21:00),Botafogo (RJ),2–1,Atlético Mineiro,12098,Estádio Nilton Santos,Braulio da Silva Machado,Match Report,
18,Sun,2019-09-08,16:00 (21:00),Santos,1–1,Athl Paranaense,12589,Estádio Urbano Caldeira,Rodrigo Carvalhaes de Miranda,Match Report,
18,Sun,2019-09-08,19:00 (00:00),CSA,2–0,Chapecoense,,Estádio Rei Pelé,Vinicius Gonçalves Dias Araujo,Match Report,
,,,,,,,,,,,
16,Tue,2019-09-10,21:00 (02:00),Palmeiras,3–0,Fluminense,,Allianz Parque,Anderson Daronco,Match Report,
,,,,,,,,,,,
19,Sat,2019-09-14,17:00 (22:00),Flamengo,1–0,Santos,,Estadio Jornalista Mário Filho,Braulio da Silva Machado,Match Report,
19,Sat,2019-09-14,19:00 (00:00),Palmeiras,1–0,Cruzeiro,,Allianz Parque,Rodolpho Toski Marques,Match Report,
19,Sat,2019-09-14,19:00 (00:00),Chapecoense,1–2,Vasco da Gama,,Arena Condá,Flavio Rodrigues De Souza,Match Report,
