Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
27,Sun,2020-04-05,,Sporting CP,,Tondela,,Estádio José Alvalade,,,
27,Sun,2020-04-05,,Boavista,,Vitória Setúbal,,Estádio do Bessa Século XXI,,,
27,Sun,2020-04-05,,Aves,,Porto,,Estádio Clube Desportivo das Aves,,,
27,Sun,2020-04-05,,Rio Ave,,Benfica,,Estádio do Rio Ave Futebol Clube,,,
27,Sun,2020-04-05,,Famalicão,,Braga,,Estádio Municipal 22 de Junho,,,
,,,,,,,,,,,
28,Sat,2020-04-11,,Benfica,,CD Santa Clara,,Estádio do Sport Lisboa e Benfica,,,
28,Sat,2020-04-11,,Gil Vicente FC,,Aves,,Estádio Cidade de Barcelos,,,
28,Sat,2020-04-11,,Portimonense,,Marítimo,,Estádio do Portimonense SC,,,
28,Sat,2020-04-11,,Porto,,Boavista,,Estádio Do Dragão,,,
28,Sat,2020-04-11,,Belenenses,,Sporting CP,,Estádio Nacional,,,
28,Sat,2020-04-11,,Vitória Setúbal,,Rio Ave,,Estádio do Bonfim,,,
28,Sat,2020-04-11,,Tondela,,Paços,,Estádio João Cardoso,,,
28,Sat,2020-04-11,,Braga,,Vitória,,Estádio Municipal de Braga,,,
28,Sat,2020-04-11,,Moreirense,,Famalicão,,P.D. Comendador Joaquim de Almeida Freit...,,,
,,,,,,,,,,,
29,Sun,2020-04-19,,Sporting CP,,Gil Vicente FC,,Estádio José Alvalade,,,
29,Sun,2020-04-19,,Rio Ave,,Braga,,Estádio do Rio Ave Futebol Clube,,,
29,Sun,2020-04-19,,Vitória,,Vitória Setúbal,,Estádio Dom Afonso Henriques,,,
29,Sun,2020-04-19,,Belenenses,,Tondela,,Estádio Nacional,,,
29,Sun,2020-04-19,,Boavista,,CD Santa Clara,,Estádio do Bessa Século XXI,,,
29,Sun,2020-04-19,,Aves,,Moreirense,,Estádio Clube Desportivo das Aves,,,
29,Sun,2020-04-19,,Paços,,Porto,,Estádio da Capital do Móvel,,,
29,Sun,2020-04-19,,Famalicão,,Portimonense,,Estádio Municipal 22 de Junho,,,
29,Sun,2020-04-19,,Marítimo,,Benfica,,Estádio dos Barreiros,,,
,,,,,,,,,,,
30,Wed,2020-04-22,,CD Santa Clara,,Marítimo,,Estádio de São Miguel,,,
30,Wed,2020-04-22,,Tondela,,Famalicão,,Estádio João Cardoso,,,
30,Wed,2020-04-22,,Vitória Setúbal,,Paços,,Estádio do Bonfim,,,
30,Wed,2020-04-22,,Portimonense,,Vitória,,Estádio do Portimonense SC,,,
30,Wed,2020-04-22,,Porto,,Belenenses,,Estádio Do Dragão,,,
30,Wed,2020-04-22,,Moreirense,,Sporting CP,,P.D. Comendador Joaquim de Almeida Freit...,,,
30,Wed,2020-04-22,,Braga,,Aves,,Estádio Municipal de Braga,,,
