Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
30,Sat,2020-04-11,20:45,Willem II,,ADO Den Haag,,Koning Willem II Stadion,,,
30,Sun,2020-04-12,12:15,Fortuna Sittard,,Utrecht,,Fortuna Sittard Stadion,,,
30,Sun,2020-04-12,14:30,Emmen,,Ajax,,De Oude Meerdijk,,,
30,Sun,2020-04-12,14:30,Zwolle,,Twente,,MAC³PARK Stadion,,,
30,Sun,2020-04-12,16:45,PSV Eindhoven,,Sparta R'dam,,Philips Stadion,,,
,,,,,,,,,,,
31,Tue,2020-04-21,18:30,AZ Alkmaar,,PSV Eindhoven,,AFAS Stadion,,,
31,Tue,2020-04-21,20:45,Sparta R'dam,,Zwolle,,Sparta-Stadion Het Kasteel,,,
31,Wed,2020-04-22,18:30,RKC Waalwijk,,Willem II,,Mandemakers Stadion,,,
31,Wed,2020-04-22,18:30,ADO Den Haag,,Feyenoord,,Cars Jeans Stadion,,,
31,Wed,2020-04-22,19:45,Groningen,,Fortuna Sittard,,Hitachi Capital Mobility Stadion,,,
31,Wed,2020-04-22,20:45,Utrecht,,Heracles Almelo,,Stadion Galgenwaard,,,
31,Wed,2020-04-22,20:45,Heerenveen,,Emmen,,Abe Lenstra Stadion,,,
31,Thu,2020-04-23,18:30,Twente,,VVV-Venlo,,De Grolsch Veste,,,
31,Thu,2020-04-23,20:45,Ajax,,Vitesse,,Johan Cruyff ArenA,,,
,,,,,,,,,,,
32,Sat,2020-04-25,18:30,PSV Eindhoven,,Utrecht,,Philips Stadion,,,
32,Sat,2020-04-25,18:30,Fortuna Sittard,,AZ Alkmaar,,Fortuna Sittard Stadion,,,
32,Sat,2020-04-25,19:45,Emmen,,RKC Waalwijk,,De Oude Meerdijk,,,
32,Sat,2020-04-25,20:45,Feyenoord,,Groningen,,Stadion Feijenoord,,,
32,Sat,2020-04-25,20:45,Zwolle,,Heerenveen,,MAC³PARK Stadion,,,
32,Sun,2020-04-26,12:15,Heracles Almelo,,Twente,,Polman Stadion,,,
32,Sun,2020-04-26,14:30,VVV-Venlo,,ADO Den Haag,,Seacon Stadion De Koel,,,
32,Sun,2020-04-26,14:30,Willem II,,Ajax,,Koning Willem II Stadion,,,
32,Sun,2020-04-26,16:45,Vitesse,,Sparta R'dam,,GelreDome,,,
,,,,,,,,,,,
33,Sun,2020-05-03,14:30,Ajax,,VVV-Venlo,,Johan Cruyff ArenA,,,
33,Sun,2020-05-03,14:30,RKC Waalwijk,,Fortuna Sittard,,Mandemakers Stadion,,,
33,Sun,2020-05-03,14:30,Sparta R'dam,,Willem II,,Sparta-Stadion Het Kasteel,,,
33,Sun,2020-05-03,14:30,Zwolle,,Emmen,,MAC³PARK Stadion,,,
33,Sun,2020-05-03,14:30,Groningen,,ADO Den Haag,,Hitachi Capital Mobility Stadion,,,
33,Sun,2020-05-03,14:30,Heerenveen,,PSV Eindhoven,,Abe Lenstra Stadion,,,
33,Sun,2020-05-03,14:30,Twente,,Feyenoord,,De Grolsch Veste,,,
33,Sun,2020-05-03,14:30,AZ Alkmaar,,Utrecht,,AFAS Stadion,,,
33,Sun,2020-05-03,14:30,Vitesse,,Heracles Almelo,,GelreDome,,,
,,,,,,,,,,,
34,Sun,2020-05-10,14:30,Willem II,,Twente,,Koning Willem II Stadion,,,
34,Sun,2020-05-10,14:30,ADO Den Haag,,Zwolle,,Cars Jeans Stadion,,,
34,Sun,2020-05-10,14:30,Feyenoord,,Vitesse,,Stadion Feijenoord,,,
34,Sun,2020-05-10,14:30,PSV Eindhoven,,RKC Waalwijk,,Philips Stadion,,,
34,Sun,2020-05-10,14:30,Heracles Almelo,,Groningen,,Polman Stadion,,,
34,Sun,2020-05-10,14:30,Fortuna Sittard,,Ajax,,Fortuna Sittard Stadion,,,
34,Sun,2020-05-10,14:30,Emmen,,AZ Alkmaar,,De Oude Meerdijk,,,
34,Sun,2020-05-10,14:30,VVV-Venlo,,Sparta R'dam,,Seacon Stadion De Koel,,,
34,Sun,2020-05-10,14:30,Utrecht,,Heerenveen,,Stadion Galgenwaard,,,
