Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
25,Mon,2020-03-23,,Betis,,Mallorca,,Estadio Benito Villamarín,,,
,,,,,,,,,,,
30,Sun,2020-04-05,,Mallorca,,Leganés,,Iberostar Estadi,,,
30,Sun,2020-04-05,,Espanyol,,Levante,,RCDE Stadium,,,
30,Sun,2020-04-05,,Athletic Bilbao,,Betis,,San Mamés,,,
30,Sun,2020-04-05,,Real Sociedad,,Real Madrid,,Estadio Municipal de Anoeta,,,
30,Sun,2020-04-05,,Getafe,,Eibar,,Coliseum Alfonso Pérez,,,
30,Sun,2020-04-05,,Atlético Madrid,,Valladolid,,Estadio Wanda Metropolitano,,,
30,Sun,2020-04-05,,Valencia,,Osasuna,,Estadio de Mestalla,,,
30,Sun,2020-04-05,,Granada,,Villarreal,,Estadio Nuevo Los Cármenes,,,
30,Sun,2020-04-05,,Celta Vigo,,Alavés,,Estadio de Balaídos,,,
30,Sun,2020-04-05,,Sevilla,,Barcelona,,Estadio Ramón Sánchez Pizjuán,,,
,,,,,,,,,,,
31,Sun,2020-04-12,,Real Madrid,,Mallorca,,Estadio Santiago Bernabéu,,,
31,Sun,2020-04-12,,Alavés,,Osasuna,,Estadio de Mendizorroza,,,
31,Sun,2020-04-12,,Leganés,,Granada,,Estadio Municipal de Butarque,,,
31,Sun,2020-04-12,,Barcelona,,Athletic Bilbao,,Camp Nou,,,
31,Sun,2020-04-12,,Villarreal,,Sevilla,,Estadio de la Cerámica,,,
31,Sun,2020-04-12,,Levante,,Atlético Madrid,,Estadio Ciudad de Valencia,,,
31,Sun,2020-04-12,,Betis,,Espanyol,,Estadio Benito Villamarín,,,
31,Sun,2020-04-12,,Eibar,,Valencia,,Estadio Municipal de Ipurúa,,,
31,Sun,2020-04-12,,Real Sociedad,,Celta Vigo,,Estadio Municipal de Anoeta,,,
31,Sun,2020-04-12,,Valladolid,,Getafe,,Estadio Municipal José Zorrilla,,,
,,,,,,,,,,,
32,Wed,2020-04-22,,Athletic Bilbao,,Mallorca,,San Mamés,,,
32,Wed,2020-04-22,,Sevilla,,Valladolid,,Estadio Ramón Sánchez Pizjuán,,,
32,Wed,2020-04-22,,Granada,,Eibar,,Estadio Nuevo Los Cármenes,,,
32,Wed,2020-04-22,,Villarreal,,Valencia,,Estadio de la Cerámica,,,
32,Wed,2020-04-22,,Celta Vigo,,Barcelona,,Estadio de Balaídos,,,
32,Wed,2020-04-22,,Getafe,,Real Sociedad,,Coliseum Alfonso Pérez,,,
32,Wed,2020-04-22,,Atlético Madrid,,Alavés,,Estadio Wanda Metropolitano,,,
32,Wed,2020-04-22,,Levante,,Betis,,Estadio Ciudad de Valencia,,,
32,Wed,2020-04-22,,Osasuna,,Leganés,,Estadio El Sadar,,,
32,Wed,2020-04-22,,Espanyol,,Real Madrid,,RCDE Stadium,,,
,,,,,,,,,,,
33,Sun,2020-04-26,,Real Madrid,,Getafe,,Estadio Santiago Bernabéu,,,
33,Sun,2020-04-26,,Leganés,,Sevilla,,Estadio Municipal de Butarque,,,
33,Sun,2020-04-26,,Valencia,,Athletic Bilbao,,Estadio de Mestalla,,,
33,Sun,2020-04-26,,Mallorca,,Celta Vigo,,Iberostar Estadi,,,
33,Sun,2020-04-26,,Valladolid,,Levante,,Estadio Municipal José Zorrilla,,,
33,Sun,2020-04-26,,Betis,,Villarreal,,Estadio Benito Villamarín,,,
33,Sun,2020-04-26,,Eibar,,Osasuna,,Estadio Municipal de Ipurúa,,,
33,Sun,2020-04-26,,Barcelona,,Atlético Madrid,,Camp Nou,,,
33,Sun,2020-04-26,,Alavés,,Granada,,Estadio de Mendizorroza,,,
33,Sun,2020-04-26,,Real Sociedad,,Espanyol,,Estadio Municipal de Anoeta,,,
,,,,,,,,,,,
34,Sun,2020-05-03,,Sevilla,,Eibar,,Estadio Ramón Sánchez Pizjuán,,,
34,Sun,2020-05-03,,Atlético Madrid,,Mallorca,,Estadio Wanda Metropolitano,,,
34,Sun,2020-05-03,,Granada,,Valencia,,Estadio Nuevo Los Cármenes,,,
34,Sun,2020-05-03,,Osasuna,,Getafe,,Estadio El Sadar,,,
34,Sun,2020-05-03,,Levante,,Real Sociedad,,Estadio Ciudad de Valencia,,,
34,Sun,2020-05-03,,Valladolid,,Alavés,,Estadio Municipal José Zorrilla,,,
34,Sun,2020-05-03,,Athletic Bilbao,,Real Madrid,,San Mamés,,,
34,Sun,2020-05-03,,Villarreal,,Barcelona,,Estadio de la Cerámica,,,
34,Sun,2020-05-03,,Celta Vigo,,Betis,,Estadio de Balaídos,,,
34,Sun,2020-05-03,,Espanyol,,Leganés,,RCDE Stadium,,,
,,,,,,,,,,,
35,Sun,2020-05-10,,Celta Vigo,,Atlético Madrid,,Estadio de Balaídos,,,
35,Sun,2020-05-10,,Real Sociedad,,Granada,,Estadio Municipal de Anoeta,,,
35,Sun,2020-05-10,,Real Madrid,,Alavés,,Estadio Santiago Bernabéu,,,
35,Sun,2020-05-10,,Betis,,Osasuna,,Estadio Benito Villamarín,,,
35,Sun,2020-05-10,,Athletic Bilbao,,Sevilla,,San Mamés,,,
35,Sun,2020-05-10,,Valencia,,Valladolid,,Estadio de Mestalla,,,
35,Sun,2020-05-10,,Eibar,,Leganés,,Estadio Municipal de Ipurúa,,,
35,Sun,2020-05-10,,Mallorca,,Levante,,Iberostar Estadi,,,
35,Sun,2020-05-10,,Getafe,,Villarreal,,Coliseum Alfonso Pérez,,,
35,Sun,2020-05-10,,Barcelona,,Espanyol,,Camp Nou,,,
,,,,,,,,,,,
36,Wed,2020-05-13,,Valladolid,,Barcelona,,Estadio Municipal José Zorrilla,,,
36,Wed,2020-05-13,,Atlético Madrid,,Betis,,Estadio Wanda Metropolitano,,,
36,Wed,2020-05-13,,Alavés,,Getafe,,Estadio de Mendizorroza,,,
36,Wed,2020-05-13,,Osasuna,,Celta Vigo,,Estadio El Sadar,,,
36,Wed,2020-05-13,,Sevilla,,Mallorca,,Estadio Ramón Sánchez Pizjuán,,,
36,Wed,2020-05-13,,Granada,,Real Madrid,,Estadio Nuevo Los Cármenes,,,
36,Wed,2020-05-13,,Espanyol,,Eibar,,RCDE Stadium,,,
36,Wed,2020-05-13,,Leganés,,Valencia,,Estadio Municipal de Butarque,,,
36,Wed,2020-05-13,,Villarreal,,Real Sociedad,,Estadio de la Cerámica,,,
36,Wed,2020-05-13,,Levante,,Athletic Bilbao,,Estadio Ciudad de Valencia,,,
,,,,,,,,,,,
37,Sun,2020-05-17,,Mallorca,,Granada,,Iberostar Estadi,,,
37,Sun,2020-05-17,,Barcelona,,Osasuna,,Camp Nou,,,
37,Sun,2020-05-17,,Eibar,,Valladolid,,Estadio Municipal de Ipurúa,,,
37,Sun,2020-05-17,,Betis,,Alavés,,Estadio Benito Villamarín,,,
37,Sun,2020-05-17,,Celta Vigo,,Levante,,Estadio de Balaídos,,,
37,Sun,2020-05-17,,Getafe,,Atlético Madrid,,Coliseum Alfonso Pérez,,,
37,Sun,2020-05-17,,Real Sociedad,,Sevilla,,Estadio Municipal de Anoeta,,,
37,Sun,2020-05-17,,Real Madrid,,Villarreal,,Estadio Santiago Bernabéu,,,
37,Sun,2020-05-17,,Athletic Bilbao,,Leganés,,San Mamés,,,
37,Sun,2020-05-17,,Valencia,,Espanyol,,Estadio de Mestalla,,,
,,,,,,,,,,,
38,Sun,2020-05-24,,Villarreal,,Eibar,,Estadio de la Cerámica,,,
38,Sun,2020-05-24,,Alavés,,Barcelona,,Estadio de Mendizorroza,,,
38,Sun,2020-05-24,,Espanyol,,Celta Vigo,,RCDE Stadium,,,
38,Sun,2020-05-24,,Leganés,,Real Madrid,,Estadio Municipal de Butarque,,,
38,Sun,2020-05-24,,Atlético Madrid,,Real Sociedad,,Estadio Wanda Metropolitano,,,
38,Sun,2020-05-24,,Osasuna,,Mallorca,,Estadio El Sadar,,,
38,Sun,2020-05-24,,Sevilla,,Valencia,,Estadio Ramón Sánchez Pizjuán,,,
38,Sun,2020-05-24,,Valladolid,,Betis,,Estadio Municipal José Zorrilla,,,
38,Sun,2020-05-24,,Levante,,Getafe,,Estadio Ciudad de Valencia,,,
38,Sun,2020-05-24,,Granada,,Athletic Bilbao,,Estadio Nuevo Los Cármenes,,,
